track,agency,cert_code,cert_name,name,phone,gender,birth_date,exam_region,exam_date,exam_session,fee_amount,fee_discount_type,fee_final,payment_method,status,usage_context,channel,memo,extra,created_at
국가기술,두두넷,7530,굴착기운전기능사,전용기,010-3174-1184,M,1956-03-25,경북,2026-11-02,3교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026021371"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-16 15:51:00
국가기술,두두넷,2300,전기기능사,권재호,010-3469-1303,M,1928-11-11,충북,2026-09-13,4교시,14500,장애인,7250,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026639918"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""비전공자"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-08 11:33:00
국가기술,두두넷,7910,한식조리기능사,오삼석,010-5922-2003,M,1950-03-27,인천,2026-09-27,2교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026944317"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-14 11:00:00
국가기술,두두넷,7520,지게차운전기능사,한상원,010-8940-4414,M,1938-02-06,세종,2026-10-20,4교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026526346"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-06 11:30:00
국가기술,두두넷,7910,한식조리기능사,배병수,010-2187-4958,M,1950-03-21,제주,2026-11-08,3교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026441448"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-04 21:40:00
국가기술,두두넷,2300,전기기능사,류태호,010-6972-2869,M,1946-04-02,강원,2026-11-09,3교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026556076"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""4"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""춘천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 16:03:00
국가기술,두두넷,7910,한식조리기능사,정영숙,010-1475-3882,F,1928-02-27,전북,2026-10-13,5교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026160893"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""전주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-03 19:00:00
국가기술,두두넷,7520,지게차운전기능사,안영수,010-6650-2911,M,1961-12-28,충남,2026-10-25,1교시,14500,없음,14500,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026675935"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 13:20:00
국가기술,두두넷,7910,한식조리기능사,안동석,010-7282-2998,M,1947-10-20,세종,2026-10-17,4교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026779831"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-15 15:50:00
국가기술,두두넷,7520,지게차운전기능사,구동석,010-1325-1779,M,1932-02-10,전북,2026-10-15,2교시,14500,없음,14500,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026354933"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""전주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 15:56:00
국가기술,두두넷,7910,한식조리기능사,류용기,010-7805-2715,M,1946-04-07,인천,2026-10-06,4교시,14500,차상위계층,7250,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026858735"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-04 10:17:00
국가기술,두두넷,7910,한식조리기능사,류말자,010-8935-4563,F,1956-05-24,인천,2026-09-09,3교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026134670"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-09 17:16:00
국가기술,두두넷,2300,전기기능사,정상원,010-8127-3368,M,1957-04-11,제주,2026-09-20,4교시,14500,장애인,7250,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026541114"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""비전공자"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-03 09:27:00
국가기술,두두넷,2300,전기기능사,전미자,010-4112-2458,F,1961-01-07,대구,2026-09-05,2교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026742470"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""3"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""대구시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-11 17:02:00
국가기술,두두넷,2300,전기기능사,권선옥,010-9570-7957,F,1944-04-12,광주,2026-11-18,3교시,14500,없음,14500,계좌이체,취소,복지관,,,"{""source_receipt"": ""DN2026958328"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""2"", ""eligibility"": ""비전공자"", ""exam_center"": ""광주시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-17 22:51:00
국가기술,두두넷,7910,한식조리기능사,차명자,010-6946-3834,F,1928-10-12,광주,2026-09-18,1교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026706334"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""광주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-10 09:42:00
국가기술,두두넷,7910,한식조리기능사,손복순,010-2721-4338,F,1956-01-06,대구,2026-11-18,2교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026620881"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""대구시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-04 09:23:00
국가기술,두두넷,7520,지게차운전기능사,장명자,010-1443-9980,F,1929-02-20,강원,2026-09-05,2교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026882212"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""춘천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-17 17:08:00
국가기술,두두넷,2300,전기기능사,전경자,010-9314-1620,F,1942-02-27,충남,2026-09-16,5교시,14500,기초생활수급자,7250,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026524066"", ""education"": ""초등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""1"", ""eligibility"": ""경력"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-12 21:47:00
국가기술,두두넷,7910,한식조리기능사,김태호,010-1731-4607,M,1953-12-24,서울,2026-11-25,4교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026666364"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""서울2시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-05 22:58:00
국가기술,두두넷,7910,한식조리기능사,양운순,010-9163-3231,F,1928-01-25,부산,2026-09-22,2교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026412566"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""부산남부시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-02 21:21:00
국가기술,두두넷,7520,지게차운전기능사,백갑순,010-5264-5969,F,1954-11-14,경기,2026-10-27,2교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026741436"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""수원시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-01 20:16:00
국가기술,두두넷,7530,굴착기운전기능사,안정호,010-3718-1099,M,1965-03-17,세종,2026-10-12,4교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026927176"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-16 19:20:00
국가기술,두두넷,7910,한식조리기능사,신병수,010-2928-7500,M,1957-12-20,부산,2026-11-05,5교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026489781"", ""education"": ""대학원졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""부산남부시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 20:04:00
국가기술,두두넷,7530,굴착기운전기능사,최동석,010-8712-7221,M,1951-07-06,세종,2026-09-11,4교시,14500,국가유공자,7250,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026062428"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-01 11:41:00
국가기술,두두넷,7520,지게차운전기능사,유봉숙,010-4002-8448,F,1939-06-09,대전,2026-10-23,5교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026506968"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""대전시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 16:39:00
국가기술,두두넷,2300,전기기능사,서철수,010-2994-9975,M,1937-04-04,충남,2026-10-11,2교시,14500,없음,14500,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026764521"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""정기"", ""exam_round"": ""1"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 11:14:00
국가기술,두두넷,7910,한식조리기능사,김용기,010-8557-5331,M,1963-01-25,울산,2026-11-07,3교시,14500,없음,14500,가상계좌,접수완료,본인단독,,,"{""source_receipt"": ""DN2026789949"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-11 12:18:00
국가기술,두두넷,7910,한식조리기능사,고미자,010-8714-6476,F,1929-01-27,울산,2026-10-25,4교시,14500,국가유공자,7250,계좌이체,접수완료,가족보조,,,"{""source_receipt"": ""DN2026386709"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-01 16:01:00
국가기술,두두넷,7910,한식조리기능사,송영수,010-5346-7391,M,1965-07-23,충남,2026-10-12,3교시,14500,없음,14500,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026706857"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 10:05:00
국가기술,두두넷,7910,한식조리기능사,장점순,010-5115-7497,F,1961-11-07,인천,2026-10-08,1교시,14500,없음,14500,가상계좌,취소,가족보조,,,"{""source_receipt"": ""DN2026056321"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""인천시험장"", ""payment_status"": ""환불"", ""discount_amount"": 0}",2026-08-11 12:24:00
국가기술,두두넷,7520,지게차운전기능사,임순자,010-3242-5712,F,1955-03-23,서울,2026-09-10,3교시,14500,없음,14500,신용카드,결제대기,가족보조,,,"{""source_receipt"": ""DN2026492108"", ""education"": ""전문대졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""서울남부시험장"", ""payment_status"": ""대기"", ""discount_amount"": 0}",2026-08-08 09:15:00
국가기술,두두넷,7530,굴착기운전기능사,양정순,010-4812-4517,F,1928-02-26,대전,2026-11-07,4교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026403144"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""대전시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 16:14:00
국가기술,두두넷,7520,지게차운전기능사,송만복,010-1241-2158,M,1945-08-26,울산,2026-11-02,2교시,14500,없음,14500,신용카드,접수완료,본인단독,,,"{""source_receipt"": ""DN2026207514"", ""education"": ""초등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""울산시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-03 10:05:00
국가기술,두두넷,7530,굴착기운전기능사,남영자,010-2248-6807,F,1943-06-06,경북,2026-10-06,3교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026537477"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""포항시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-07 19:12:00
국가기술,두두넷,7520,지게차운전기능사,한금순,010-2952-3993,F,1951-10-15,인천,2026-10-24,4교시,14500,기초생활수급자,7250,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026035334"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""인천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-19 22:16:00
국가기술,두두넷,7910,한식조리기능사,유철수,010-8613-9802,M,1933-09-01,경북,2026-11-19,2교시,14500,없음,14500,계좌이체,결제대기,복지관,,,"{""source_receipt"": ""DN2026544233"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""포항시험장"", ""payment_status"": ""대기"", ""discount_amount"": 0}",2026-08-04 11:04:00
국가기술,두두넷,7910,한식조리기능사,오일남,010-6918-1856,M,1951-09-05,제주,2026-10-26,5교시,14500,장애인,7250,계좌이체,접수완료,복지관,,,"{""source_receipt"": ""DN2026403866"", ""education"": ""초등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""관련학과졸업"", ""exam_center"": ""제주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-12 11:09:00
국가기술,두두넷,7910,한식조리기능사,우춘희,010-8904-3050,F,1937-03-11,충남,2026-10-09,3교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026531770"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""천안시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-06 12:59:00
국가기술,두두넷,7530,굴착기운전기능사,송점순,010-2476-3277,F,1933-08-09,서울,2026-10-25,5교시,14500,없음,14500,계좌이체,접수완료,본인단독,,,"{""source_receipt"": ""DN2026562748"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""서울2시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-18 14:12:00
국가기술,두두넷,7530,굴착기운전기능사,노영호,010-2373-8454,M,1960-08-04,전남,2026-10-25,5교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026544933"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""순천시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-12 14:06:00
국가기술,두두넷,7520,지게차운전기능사,박광수,010-4578-7271,M,1959-03-24,세종,2026-09-26,3교시,14500,기초생활수급자,7250,가상계좌,접수완료,복지관,,,"{""source_receipt"": ""DN2026500276"", ""education"": ""대학교졸"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""경력"", ""exam_center"": ""세종시험장"", ""payment_status"": ""완료"", ""discount_amount"": 7250}",2026-08-02 11:13:00
국가기술,두두넷,7910,한식조리기능사,정영수,010-8998-3363,M,1955-09-14,광주,2026-10-26,1교시,14500,없음,14500,신용카드,접수완료,가족보조,,,"{""source_receipt"": ""DN2026933372"", ""education"": ""중학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""광주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-08 17:18:00
국가기술,두두넷,7530,굴착기운전기능사,심복남,010-7123-7218,M,1945-10-14,충북,2026-11-08,5교시,14500,없음,14500,신용카드,접수완료,복지관,,,"{""source_receipt"": ""DN2026486707"", ""education"": ""고등학교졸업"", ""grade"": ""기능사"", ""exam_type"": ""상시CBT"", ""eligibility"": ""비전공자"", ""exam_center"": ""청주시험장"", ""payment_status"": ""완료"", ""discount_amount"": 0}",2026-08-16 17:43:00
